latitude,longitude,label,image
34.07572239300049,-118.30301712299968,mid,mid
34.010973121000461,-118.34158773599972,mid,mid
34.040123763000452,-118.26498963499972,mid,mid
34.030773311000473,-118.31686899999971,mid,mid
34.048844189000476,-118.33610868499972,mid,mid
34.024181938000481,-118.20195663999971,mid,mid
34.105463955000459,-118.29236751399969,mid,mid
34.089891456000487,-118.29490934299969,mid,mid
34.048561764000453,-118.2115199969997,mid,mid
34.028292313000463,-118.40269589399969,mid,mid
34.054210271000443,-118.38387767499972,mid,mid
34.003491021000457,-118.28709702299972,mid,mid
34.111603448000494,-118.26125727499971,mid,mid
34.135383663000482,-118.20684911499967,mid,mid
33.953862368000443,-118.2919460489997,mid,mid
34.097151960000474,-118.35826821299969,mid,mid
34.061722786000473,-118.4722594319997,mid,mid
34.062113836000492,-118.27713826999968,mid,mid
33.927010235000466,-118.24839605799968,mid,mid
33.923030210000491,-118.27377957999971,mid,mid
33.969582599000489,-118.17504801999968,mid,mid
33.912033001000452,-118.23502647699968,mid,mid
34.019702237000445,-118.39595678999967,mid,mid
33.956204327000478,-118.11982734499969,mid,mid
33.922030858000483,-118.14007941599971,mid,mid
33.891893900000468,-118.29849831699971,mid,mid
33.91415336400047,-118.34715803299969,mid,mid
33.925120157000492,-118.20319931099971,mid,mid
33.957442653000442,-118.43916786999972,mid,mid
33.956721382000467,-118.35448805799967,mid,mid
34.02842266300047,-118.49353692399967,mid,mid
34.027840433000449,-118.4747187049997,mid,mid
33.831633019000492,-118.2928193949997,mid,mid
33.839953705000482,-118.35390582699972,mid,mid
33.811450469000476,-118.34787930399972,mid,mid
33.971251081000446,-118.03505628899967,mid,mid
33.943703746000438,-117.99197990399972,mid,mid
33.945880594000471,-118.03256659999971,mid,mid
33.976391222000473,-118.06602748799969,mid,mid
33.84278230300049,-118.0123492889997,mid,mid
33.870373088000463,-117.99698969499968,mid,mid
33.931802776000438,-117.95265760399968,mid,mid
34.014032005000445,-118.11318817799969,mid,mid
33.906210694000492,-118.08204752299969,mid,mid
33.991333696000481,-118.09123720999969,mid,mid
33.800961625000468,-117.99328774999969,mid,mid
33.344162507000476,-118.32659746699971,mid,mid
33.885441567000441,-118.1283087969997,mid,mid
33.793801056000461,-118.3173599859997,mid,mid
33.895374250000486,-118.16535865799972,mid,mid
33.739462417000482,-118.31340603099972,mid,mid
33.76151332100045,-118.1374897929997,mid,mid
33.862812779000478,-118.17910625599967,mid,mid
33.801483026000483,-118.18919970399969,mid,mid
33.832502020000447,-118.18131786399971,mid,mid
33.813562142000478,-118.21653847799968,mid,mid
33.793562081000459,-118.12236917399969,mid,mid
34.127784249000456,-118.0531358559997,mid,mid
34.13772127700048,-117.96655727699971,mid,mid
34.143630484000482,-118.00389825399969,mid,mid
34.145212066000454,-118.13830665399968,mid,mid
34.136982626000474,-118.15917571599971,mid,mid
34.150760638000463,-118.09228870099969,mid,mid
34.136691511000492,-118.25949754799967,mid,mid
34.138533793000477,-118.24386856299969,mid,mid
34.153793452000457,-118.2372076689997,mid,mid
34.190022107000459,-118.22716636199971,mid,mid
34.228570997000475,-118.2469491709997,mid,mid
34.197812702000476,-118.63800835599972,mid,mid
34.25282047300044,-118.5950275619997,mid,mid
34.181362512000476,-118.93538922299967,mid,mid
34.235883640000452,-118.5210581879997,mid,mid
34.305143028000487,-118.43521825999971,mid,mid
34.235514315000444,-118.47526617599971,mid,mid
34.274801855000476,-118.50113633899969,mid,mid
34.169900387000439,-118.5404890529997,mid,mid
34.200363221000487,-118.8758191979997,mid,mid
34.18186218700049,-118.82387900199967,mid,mid
34.162014203000467,-118.59846880599969,mid,mid
34.225751088000493,-118.44892675199969,mid,mid
34.200471846000482,-118.44869646699971,mid,mid
34.17933339400048,-118.45792960399967,mid,mid
34.153841247000457,-118.4873366009997,mid,mid
34.171151749000444,-118.32244798699969,mid,mid
34.205464257000472,-118.40193986299971,mid,mid
34.186732939000478,-118.3868062089997,mid,mid
34.085120640000468,-117.96798678299967,mid,mid
34.108214344000487,-117.71909617899968,mid,mid
34.084964220000472,-117.88642668499972,mid,mid
34.070682187000443,-118.01605992499969,mid,mid
34.117091190000451,-117.85499925999972,mid,mid
34.139050848000466,-117.85502967499968,mid,mid
34.080762600000469,-117.73770583699968,mid,mid
34.063960463000456,-117.77899642499972,mid,mid
34.065633291000438,-118.08368993499971,mid,mid
34.11565299400047,-118.08573643299968,mid,mid
34.089800211000465,-118.09671626199969,mid,mid
34.101653386000464,-118.05552995399972,mid,mid
34.101992296000446,-117.65981726899969,mid,mid
34.066641332000472,-117.93768905999968,mid,mid
32.638750864000485,-117.06695864799968,mid,mid
32.607792700000459,-117.06010657499968,mid,mid
32.759303042000454,-117.00408641899969,mid,mid
32.774840782000467,-117.02488595999972,mid,mid
32.735522826000476,-117.0330893309997,mid,mid
32.672681012000453,-117.09200760499971,mid,mid
32.726463490000469,-116.99852915599968,mid,mid
33.154420461000484,-117.33129574699967,mid,mid
32.959281920000478,-117.25603590699967,mid,mid
32.816800500000454,-116.9226088749997,mid,mid
33.052903753000464,-117.27300749899968,mid,mid
33.135241608000456,-117.04757992299972,mid,mid
33.369272293000449,-117.22599888499968,mid,mid
33.199460789000454,-117.28638577099969,mid,mid
33.197253527000441,-117.25032656999969,mid,mid
32.745820489000437,-117.16264870399971,mid,mid
32.742014265000478,-117.09537932899968,mid,mid
32.80228383600047,-117.16407821099972,mid,mid
32.681631724000454,-117.1699656939997,mid,mid
32.862140632000489,-117.21337664299972,mid,mid
33.017292089000478,-117.1075496899997,mid,mid
32.998821470000451,-117.0720857549997,mid,mid
33.611493315000473,-114.60558689699968,mid,mid
32.97972082500047,-115.53253733599968,mid,mid
32.787693308000485,-115.56682811899969,mid,mid
34.152872311000465,-116.3042363829997,mid,mid
33.725853861000473,-116.38247689599967,mid,mid
33.84215227700048,-116.53782822399967,mid,mid
33.801430886000446,-116.51931849999971,mid,mid
34.89102357000047,-117.03436676199971,mid,mid
34.243600370000479,-116.90894817799972,mid,mid
34.061301320000439,-117.32004652799969,mid,mid
34.124621085000456,-117.1999375419997,mid,mid
34.267193751000491,-117.21500602099968,mid,mid
34.051981283000487,-117.2523165829997,mid,mid
34.042982777000475,-117.18429986599972,mid,mid
34.106702282000469,-117.37439820299971,mid,mid
34.502901609000446,-117.3018887499997,mid,mid
34.142844038000476,-117.26205808499969,mid,mid
33.991503152000462,-117.37162608899968,mid,mid
33.914440134000472,-117.4590780149997,mid,mid
33.917720613000483,-117.48638637399972,mid,mid
33.722373511000455,-116.92032774799969,mid,mid
33.680153092000467,-117.90369808199972,mid,mid
33.64138260800047,-117.6890374299997,mid,mid
33.720370463000449,-118.00086978499968,mid,mid
33.675773326000467,-117.99961842399972,mid,mid
33.534760518000439,-117.77036724299973,mid,mid
33.591601880000439,-117.69836615699973,mid,mid
33.577902078000477,-117.7256093419997,mid,mid
33.621200058000454,-117.92711766199972,mid,mid
33.753840040000455,-117.99399598599967,mid,mid
33.721552305000444,-117.90713932599971,mid,mid
33.764272399000447,-117.88057830799971,mid,mid
33.711602242000481,-117.87115833599972,mid,mid
33.842191383000454,-117.95265760399968,mid,mid
33.806683997000448,-117.92415871299971,mid,mid
33.832840931000476,-117.90784756199969,mid,mid
33.922843374000479,-117.89508628099969,mid,mid
33.901022756000486,-117.91361772899972,mid,mid
33.785502096000471,-117.93168860799972,mid,mid
33.764672139000481,-117.93206662299968,mid,mid
33.78424204400045,-117.84611806899971,mid,mid
33.786001772000475,-117.8759986719997,mid,mid
33.880231906000461,-117.5384699549997,mid,mid
33.866280093000455,-117.5921959479997,mid,mid
34.266794010000467,-119.22540964999968,mid,mid
34.168010310000454,-119.17026718599971,mid,mid
34.229513863000477,-119.17352593899972,mid,mid
34.351373887000477,-119.07434684399971,mid,mid
36.147312390000479,-120.35862618999971,mid,mid
35.77431104800047,-119.24142968599972,mid,mid
35.615892147000466,-118.4228567189997,mid,mid
36.204801158000464,-119.08748614099972,mid,mid
36.068680825000456,-119.03286942199969,mid,mid
36.309620071000495,-119.32186877299972,mid,mid
36.332101129000478,-119.26084751499968,mid,mid
35.388500630000465,-118.98440957599968,mid,mid
35.264020567000443,-120.65542916999971,mid,mid
35.114530653000486,-120.57569831999967,mid,mid
35.481001451000452,-120.67152741599972,mid,mid
34.654303325000456,-120.45574575299969,mid,mid
35.378020477000462,-120.84882970999968,mid,mid
34.95222297300046,-120.41814841999968,mid,mid
34.601693999000474,-120.13454991099968,mid,mid
34.687581722000459,-118.14967753399969,mid,mid
36.566162231000476,-118.08229953299968,mid,mid
37.101610293000476,-120.27243865999969,mid,mid
36.81294116300046,-119.7110987099997,mid,mid
36.62798296900047,-119.67622569599968,mid,mid
37.060841107000442,-120.84506693599968,mid,mid
37.340672496000479,-119.64173938699969,mid,mid
36.602290952000487,-119.44202989899969,mid,mid
36.725780353000459,-119.5429383069997,mid,mid
36.570993876000443,-119.61707713599969,mid,mid
36.739093450000496,-119.75430978899971,mid,mid
36.768183262000491,-119.76287813999971,mid,mid
36.736303956000484,-119.78558948399967,mid,mid
36.679853644000445,-119.7418961089997,mid,mid
36.793492918000481,-119.7632387759997,mid,mid
36.74865246200045,-119.70352970999971,mid,mid
36.667153194000491,-121.65602745199971,mid,mid
36.710833533000482,-121.64323575599968,mid,mid
36.201781380000455,-121.1333059109997,mid,mid
36.427712975000475,-121.32677597099968,mid,mid
37.579291508000495,-122.36111756499969,mid,mid
